CVEGEO,dist_min_km,gen_min_km
15074,7.033800142280569,22.63100989601636
15125,7.848583802815621,6.459214040030844
15053,8.008145367714219,9.036798791177004
15055,5.940827979025408,8.115162556212086
15073,11.570600688463855,8.996155894950238
15015,34.1558607424279,33.793479629092296
15014,15.387263071079092,29.96032997253965
15056,31.407599355720436,35.82384170435873
15054,4.08419349810629,6.4252501692660005
15076,9.284473041504038,1.4306830497610108
15060,16.907423411108226,7.413947043104646
15083,24.65860243813673,12.099589407523842
15024,5.1855319683816985,6.686712708769501
15059,13.266534111812573,11.314642930907628
15009,41.9411607915768,24.995196145947542
15067,19.897327141007867,20.541180221526332
15031,23.472619268446405,12.327542001588105
15092,19.08803277659451,17.29841152074762
15066,27.576191488869952,66.81903392209722
15098,17.957256676020357,6.98411960992132
15025,28.964129820766647,6.446888169756262
15077,13.41533851407302,43.02315677425145
15078,32.685705140218204,62.607659848804865
15096,11.1865984242345,19.181789157895107
15104,1.9381688145599212,1.7247428921832069
15107,51.25918003328185,4.479682061838469
15100,13.324684390444988,8.46541219708963
15082,8.536608033185626,57.55367543776046
15058,15.553066667717998,11.446704342274884
15064,5.801794846182876,5.618398676138286
15109,8.97569040017036,2.023808027290277
15023,4.40478176202116,5.329009794957502
15040,44.049367317128315,5.305584395436374
15039,35.764389037852766,9.57299644981898
15005,22.914371047669793,17.717019079777568
