CVEGEO,water_availability
21151,0.0
21159,34.070832
21050,0.0
21144,0.0
21051,34.070832
21055,2.254951
21056,34.070832
21057,0.0
21058,0.0
21059,34.070832
21063,30.778398
21064,1.453705
21065,0.0
21066,2.254951
21067,0.0
21070,34.070832
21071,0.0
21076,75.816902
21038,0.0
21078,13.283498
21047,34.070832
21048,18.017454
21049,0.0
21080,13.283498
21132,18.017454
21216,13.283498
21072,13.283498
21068,13.283498
21171,0.0
21062,34.070832
21061,30.778398
21060,18.017454
21181,18.017454
21044,0.0
21036,23.352309
21191,9.344285
21215,13.283498
21192,13.283498
21193,34.070832
21173,13.283498
21073,34.070832
21121,34.070832
21083,12.318401
21081,9.344285
21075,13.283498
21074,18.017454
21111,1.453705
21089,13.283498
21210,13.283498
21136,18.017454
21077,13.283498
21088,13.283498
21131,34.070832
21110,0.0
21183,13.283498
21020,34.070832
21028,13.283498
21109,0.0
21030,13.283498
21034,18.017454
21090,18.017454
21091,0.0
21095,34.070832
21102,18.017454
21103,30.778398
21106,34.070832
21107,13.283498
21214,25.324552
21019,36.495821
21017,13.283498
21024,34.070832
21086,1.453705
21084,13.283498
21150,34.070832
21082,34.070832
21160,34.070832
21157,34.070832
21162,13.283498
21209,1.73708
21122,18.017454
21182,0.0
21021,36.495821
21069,36.495821
22006,0.0
22011,0.0
22012,0.0
22001,0.0
22005,0.0
22004,0.0
22017,0.0
22003,2.293699
22013,0.0
22007,0.0
22015,43.183646
22018,0.0
22002,0.0
22008,1.004238
22016,0.0
22014,0.0
